Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
Oracle,Postgres,SQL*Plus,0,5951,This variable have no analogues in psql or PostgreSQL currently: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,8
Oracle,Postgres,SQL*Plus,1,5952,This variable doesn't have a psql analogue currently: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,8
Oracle,Postgres,SQL*Plus,0,5953,This setting has no analogues in psql: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,16
Oracle,Postgres,SQL*Plus,1,5954,This formatting can't be reproduced with psql: %s,If there is source code dependent on output format perform a manual conversion please.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,8
Oracle,Postgres,SQL*Plus,1,5955,This SPOOL mode can't reproduced with psql: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,4
Oracle,Postgres,SQL*Plus,0,5956,This command has a special meaning or is not supported by SQL*Plus when no option is specified: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,4
SQL Server,Postgres,DDL,1,7907,Unable to complete the automatic migration of tables arranged in several partitions,Perform a manual conversion.,,,160
SQL Server,Postgres,DDL,1,7908,Unable to complete the automatic migration of tables that use data compression,Perform a manual conversion.,,,160
Oracle,Postgres,SQL*Plus,0,5957,Unable to evaluate the substitution variable value(s) to parse the command or statement: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,4
Oracle,Postgres,SQL*Plus DDL,0,5958,This command doesn't have an analogue in PostgreSQL: %s,Perform a manual conversion for tablespaces.,https://www.postgresql.org/docs/9.6/static/sql-createtablespace.html,,2
Oracle,Postgres,SQL*Plus DDL,0,5959,The command doesn't have an analogue in PostgreSQL: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-alteruser.html,,2
Oracle,Postgres,SQL*Plus DDL,0,5960,The command doesn't have an analogue in PostgreSQL: %s,PostgreSQL has a less granulated set of system  privileges and rights. Please perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-grant.html,,4
Oracle,Postgres,SQL*Plus DDL,3,5961,Role or user might be missing,Ensure that roles and users exist in the target database.,https://www.postgresql.org/docs/9.6/static/sql-grant.html,,0.5
Oracle,Postgres,SQL*Plus DDL,0,5962,The command doesn't have an analogue in PostgreSQL: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-altertable.html,,2
Oracle,Postgres,SQL*Plus,1,5963,Unable to convert CONNECT command with a password,psql doesn't support specifying passwords within the script. Please check the results and perform a manual conversion if necessary.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,1
SQL Server,Postgres,TRIGGERS,0,7909,Unable to convert the clause,Perform a manual conversion.,,,20
SQL Server,Postgres,CREATE PARTITIONED TABLE,1,7910,NULL columns not supported for partitioning,Perform a manual conversion.,,,48
SQL Server,Postgres,CREATE PARTITIONED TABLE,0,7911,PostgreSQL does not support foreign keys referencing partitioned tables,Perform a manual conversion.,,,120
SQL Server,Postgres,CREATE PARTITIONED TABLE,0,7912,PostgreSQL does not support foreign key references from a partitioned table to some other table,Perform a manual conversion.,,,120
Oracle,Postgres,SQL*Plus DDL,1,5965,Unable to convert the next option of the DDL statement: %s,PostgreSQL doesn't support this option. Please perform manual conversion.,https://www.postgresql.org/docs/9.6/static/ddl.html,,8
Oracle,Postgres,SQL*Plus DDL,0,5966,Unable to convert the DDL statement: %s,PostgreSQL doesn't support this DDL command. Please perform manual conversion.,https://www.postgresql.org/docs/9.6/static/ddl.html,,16
SQL Server,Postgres,CREATE PARTITIONED TABLE,3,7913,PostgreSQL does not support LEFT partitioning - partition values distribution could vary,Perform a manual conversion.,,,12
Oracle,Postgres,SQL*Plus DDL,0,5967,Unable to create synonym on a unresolved object,The object referenced by the CREATE SYNONYM statement can't be resolved. Please verify the parsing schema and base object name or perform manual conversion.,https://www.postgresql.org/docs/9.6/static/ddl.html,,8
Oracle,Postgres,SQL*Plus,1,5968,Unable to convert CONNECT command with an unknown TNS alias,Please specify connection settings for the alias in SQL Scripts settings or perform a manual conversion if necessary.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,0.5
SQL Server,Postgres,CREATE PARTITIONED TABLE,3,7914,Update of the partitioned table may lead to errors,Perform a manual conversion.,,,12
DB2,Postgres,CREATE TABLE,1,4588,NULL columns not supported for partitioning,Perform a manual conversion.,,,24
DB2,Postgres,ALTER TABLE,0,4589,PostgreSQL does not support foreign keys referencing partitioned tables,Perform a manual conversion.,,,24
DB2,Postgres,ALTER TABLE,0,4590,PostgreSQL does not support foreign key references from a partitioned table to some other table,Perform a manual conversion.,,,24
DB2,Postgres,UPDATE statement,3,4591,Update of the partitioned table may lead to errors,Perform a manual conversion.,,,24
DB2,Postgres,CREATE TABLE,3,4592,PostgreSQL doesn't support references columns,They were emulated by a trigger.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.1
DB2,Postgres,CREATE TRIGGER,3,4593,PostgreSQL doesn't support the REFERENCING clauses. Modify references to pseudorows to use OLD and NEW instead,Modify references to pseudorows to use OLD and NEW instead,https://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,1
Oracle,Postgres,CREATE TABLE,3,5659,Table contains column with %s datatype,Lack of PRIMARY KEY could severely decrease DMS performance. Please create a PRIMARY KEY on the table.,,,0.1
MySQL,Postgres,CREATE TABLE,3,8658,Table contains column with %s datatype,Lack of PRIMARY KEY could severely decrease DMS performance. Please create a PRIMARY KEY on the table.,,,160
DB2,Postgres,CREATE TABLE,3,4594,Table contains column with %s datatype,Lack of PRIMARY KEY could severely decrease DMS performance. Please create a PRIMARY KEY on the table.,,,0.1
DB2,Postgres,CREATE TRIGGER,3,4595,PostgreSQL doesn't support subqueries in WHEN expressions in triggers ,The WHEN condition with subqueries is applied in the trigger body.,https://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,0.1
SQL Server,Postgres,MERGE,3,7915,Please check unique(exclude) constraint existence on field %s,Check converted code and create unique constraint if it is needed.,,,2
SQL Server,Postgres,MERGE,0,7916,Current MERGE statement can not be emulated by INSERT ON CONFLICT usage,To achieve the effect of a MERGE statement use separate INSERT DELETE and UPDATE statements or by cursor usage.,,,2
DB2,Postgres,CREATE TABLE,3,4596,PostgreSQL does not support INCLUSIVE EXCLUSIVE clauses. Partition contents could vary from DB2,Perform a manual conversion.,,,24
SQL Server,Postgres,Spatial methods,0,7917,PostgreSQL doesn't support the %s function,Use suitable function or create user defined function.,,,
SQL Server,Postgres,View,0,7918,PostgreSQL doesn't support the table-valued functions,Perform a manual conversion.,,,8
SQL Server,Postgres,FOR XML,0,7919,PostgreSQL doesn't FOR XML directive %s,Perform a manual conversion.,,,16
Oracle,MySQL,INTERVAL datatypes,0,25,MySQL doesn't support assignment values to variables of INTERVAL datatype,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/date-and-time-functions.html,https://dev.mysql.com/doc/refman/5.6/en/date-and-time-functions.html,2
Oracle,MySQL,Unknown,0,26,This syntactic element conversion is not supported yet,Perform a manual conversion.,,,160
Oracle,MySQL,PACKAGES,0,27,Unable convert object since there is no package body source code provided,Please check if package source code exists at the source and convert it again or perform a manual conversion.,,,0.5
Oracle,MySQL,DATATYPES,1,28,Unable convert the variable declaration of unsupported %s datatype,Perform a manual conversion.,,,8
Oracle,MySQL,DATATYPES,1,29,Unable convert variable reference of unsupported %s datatype,The stub-code created. Please perform a manual conversion.,,,8
Oracle,MySQL,DATATYPES,0,30,Unable convert complex usage of unsupported %s datatype,Perform a manual conversion.,,,40
Oracle,MySQL,SELECT,0,31,Unable to convert CURSOR expression,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,http://dev.mysql.com/doc/refman/5.6/en/select.html,40
Oracle,MySQL,UPDATE,1,64,MySQL doesn't support the UPDATE statement with the ERROR LOG option,You can add error records by inserting them into the log in the exception block. Iterate through the errors in the exception block add them to the log and use the EXIT command when finished.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,4
Oracle,MySQL,UPDATE,0,65,MySQL doesn't support the UPDATE statement for a subquery,Perform this operation on the underlying tables instead.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,4
Oracle,MySQL,UPDATE,2,66,MySQL doesn't support the UPDATE statement for the RETURNING option,To perform this operation divide the UPDATE statement with the RETURNING clause into an UPDATE statement with following INSERT statements that have the specified key conditions in the SELECT part.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,4
Oracle,MySQL,DELETE,1,67,MySQL doesn't support the DELETE statement with the ERROR LOG option,You can add error records by inserting them into the log in the exception block. Iterate through the errors in the exception block add them to the log and use the EXIT command when finished.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,0.5
Oracle,MySQL,DELETE,0,68,MySQL doesn't support the DELETE statement for a subquery,Perform this operation on the underlying tables instead.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,4
Oracle,MySQL,DELETE,2,69,MySQL doesn't support the DELETE statement with the RETURNING option,To perform this operation divide the DELETE statement with the RETURNING clause into a DELETE statement with following INSERT statements and use the same key conditions in each SELECT.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,2
Oracle,MySQL,INSERT,1,70,MySQL doesn't support the INSERT statement with the ERROR LOG option,You can add error records by inserting them into the log in the exception block. Iterate through the errors in the exception block add them to the log and use the EXIT command when finished.,https://dev.mysql.com/doc/refman/5.7/en/insert.html,https://dev.mysql.com/doc/refman/5.6/en/insert.html,4
Oracle,MySQL,INSERT,0,71,MySQL doesn't support the INSERT statement for a subquery,Perform this operation on the underlying tables instead.,https://dev.mysql.com/doc/refman/5.7/en/insert.html,https://dev.mysql.com/doc/refman/5.6/en/insert.html,2
Oracle,MySQL,INSERT,2,72,MySQL doesn't support the INSERT statement with the RETURNING option,To perform this operation divide the INSERT statement with the RETURNING clause into an INSERT statement with following SELECT statements and use the same key conditions in each SELECT. You can also use the last value that was generated by AUTO_INCREMENT column in the key condition.,https://dev.mysql.com/doc/refman/5.7/en/insert.html,https://dev.mysql.com/doc/refman/5.6/en/insert.html,2
Oracle,MySQL,VIEW,3,75,MySQL doesn't support VIEW with the READ ONLY option,Use VIEW without this option instead.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,0.1
Oracle,MySQL,VIEW,0,77,MySQL doesn't support the PIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
Oracle,MySQL,VIEW,0,78,MySQL doesn't support the UNPIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
Oracle,MySQL,SMS,0,81,MySQL doesn't support sending notifications by using SMS,To send and receive SMS notifications use Amazon Simple Notification Service (Amazon SNS).,http://docs.aws.amazon.com/sns/latest/dg/SMSMessages.html,http://docs.aws.amazon.com/sns/latest/dg/SMSMessages.html,0.1
Oracle,MySQL,EMAIL,0,82,MySQL doesn't support sending e-mail,To send email use Amazon Simple Email Service (Amazon SES).,http://docs.aws.amazon.com/ses/latest/DeveloperGuide/sending-email.html,http://docs.aws.amazon.com/ses/latest/DeveloperGuide/sending-email.html,0.1
